fuel_log_id,vehicle_id,fuel_date,liters,fuel_cost,odometer_reading
3433,12,2026-01-25,23.32,4857.1,214551
3434,6,2025-04-05,78.11,1893.66,97424
3435,6,2025-09-02,59.58,10176.53,229993
3436,6,2026-01-03,68.83,7595.15,267140
3437,15,2024-09-16,79.45,9782.01,80966
3438,12,2025-03-13,10.67,1933.93,356756
3439,9,2024-10-30,43.83,1637.88,234856
3440,13,2024-12-03,34.59,3781.19,375890
3441,8,2024-12-11,36.18,5430.72,103356
3442,15,2026-03-05,59.33,5437.14,84615
3443,5,2025-07-25,92.12,2130.87,327064
3444,12,2025-08-17,41.78,7036.22,152833
3445,5,2024-10-14,48.88,1685.43,147449
3446,8,2026-03-28,42.12,11707.71,113863
3447,1,2025-12-24,66.04,3133.56,167277
3448,12,2026-03-27,81.11,2264.8,228606
3449,10,2024-07-05,106.78,5740.52,283666
3450,8,2026-04-02,28.29,10170.26,165029
3451,12,2025-04-01,35.67,5343.19,331983
3452,12,2025-04-28,79.62,4498.03,113773
3453,10,2025-01-31,61.48,4547.07,166621
3454,3,2024-07-28,75.44,2111.71,155577
3455,6,2025-06-20,15.41,10175.48,210445
3456,11,2025-03-05,32.09,5269.28,278807
3457,11,2026-02-12,13.12,8283.82,376153
3458,3,2025-10-06,58.82,6153.03,80678
3459,1,2025-02-25,93.05,1582.68,203190
3460,6,2026-03-20,45.93,5630.46,241850
3461,12,2024-06-26,10.16,1553.7,321130
3462,8,2025-12-26,63.06,3233.86,169909
3463,10,2025-02-01,47.84,6796.56,256616
3464,9,2025-09-29,111.99,6905.67,229132
3465,4,2024-08-24,97.53,4946.22,165559
3466,10,2025-07-31,17.67,3361.14,38734
3467,8,2025-09-18,72.33,6154.87,268323
3468,12,2025-04-16,11.46,8414.83,281025
3469,11,2024-06-22,53.31,9495.79,347421
3470,7,2024-06-24,17.33,4636.63,126021
3471,10,2026-03-21,16.24,11014.8,220332
3472,6,2025-01-17,118.14,3480.8,385455
3473,2,2025-03-21,93.64,6843.7,134153
3474,7,2025-02-24,13.51,8065.01,394722
3475,10,2025-03-05,37.52,10579.85,215018
3476,11,2024-07-26,36.01,3672.1,357707
3477,9,2025-02-12,88.11,10268.44,220265
3478,13,2026-02-14,70.24,7683.71,251840
3479,7,2025-12-19,47.95,10013.88,237002
3480,12,2024-07-28,64.71,7385.59,33670
3481,11,2024-12-25,81.66,10002.16,162207
3482,8,2025-08-17,16.7,8848.14,174246
3483,10,2025-10-08,111.67,3055.56,282943
3484,8,2025-04-23,68.21,2275.24,128098
3485,8,2026-03-29,38.7,6605.35,71721
3486,2,2024-05-30,18.58,8441.54,82739
3487,6,2026-01-30,53.7,8740.85,146457
3488,7,2025-10-16,22.32,5272.4,74413
3489,1,2025-08-24,115.79,5659.97,151889
3490,4,2026-01-10,25.67,2508.25,316826
3491,11,2024-09-15,36.13,4814.33,180533
3492,4,2025-10-03,63.01,1521.28,357342
3493,8,2025-02-14,14.38,11636.28,339694
3494,10,2025-08-11,25.53,6517.07,376905
3495,15,2026-03-13,84.98,6713.34,370241
3496,14,2025-07-29,71.7,7744.34,277189
3497,6,2024-11-12,14.4,5702.88,269173
3498,12,2026-03-19,95.82,1458.2,227711
3499,14,2024-10-22,66.56,11065.23,322258
3500,8,2026-03-13,32.89,7774.66,34427
3501,10,2026-04-03,21.95,9595.99,101202
3502,12,2025-12-02,41.09,4490.83,200206
3503,12,2025-04-11,34.06,4492.24,351092
3504,4,2025-03-14,93.96,5222.78,258524
3505,14,2025-07-04,101.26,8813.67,344948
3506,5,2024-10-08,20.35,4204.35,194697
3507,10,2025-02-26,18.2,6828.42,328098
3508,3,2025-08-10,100.19,1234.78,384694
3509,5,2024-08-10,89.14,2558.01,283893
3510,6,2025-03-29,41.82,2915.73,212848
3511,12,2025-11-09,39.69,4954.13,44652
3512,12,2024-09-26,75.39,1957.33,371537
3513,10,2024-12-23,22.89,11638.99,374022
3514,5,2025-09-20,22.5,11297.87,343052
3515,8,2025-06-15,13.02,6709.38,197978
3516,12,2024-12-19,60.67,8353.39,292149
3517,6,2025-12-09,85.02,9589.16,127556
3518,3,2026-03-07,107.69,5940.72,139787
3519,9,2025-09-30,97.33,2045.56,48089
3520,8,2025-11-20,17.83,11936.22,67013
3521,9,2024-07-18,106.91,2032.55,342389
3522,11,2025-07-30,74.8,3304.45,164927
3523,6,2024-12-22,55.68,6475.91,211488
3524,10,2025-08-21,67.63,9622.03,78906
3525,4,2025-04-07,71.37,3124.69,167914
3526,12,2025-05-15,31.26,10454.93,30765
3527,14,2025-06-18,78.29,4172.28,66028
3528,11,2025-07-27,20.18,8713.31,173929
3529,6,2025-06-02,88.09,9908.18,154545
3530,9,2025-06-30,41.11,6629.67,169244
3531,7,2025-02-16,94.47,5237.09,78592
3532,15,2026-04-17,109.22,9128.33,329064
3533,1,2024-08-06,97.34,9105.47,69142
3534,11,2026-02-22,103.7,10606.53,63188
3535,12,2025-03-08,61.12,4351.33,280806
3536,6,2025-11-08,115.32,8589.47,229056
3537,9,2026-03-22,104.58,7035.8,150555
3538,6,2025-03-09,28.6,6125.89,373594
3539,10,2025-12-06,85.18,3404.19,43606
3540,9,2025-05-01,59.64,10383.14,218285
3541,15,2026-01-12,31.84,2085.0,298478
3542,7,2025-04-14,57.91,3731.68,49835
3543,6,2025-03-10,116.35,2191.86,187339
3544,7,2025-01-26,107.74,7516.0,281438
3545,1,2025-08-03,14.43,4967.9,253142
3546,9,2026-02-23,46.3,9277.59,175653
3547,4,2024-07-22,90.52,2277.08,395909
3548,10,2026-01-15,78.54,11424.44,185714
3549,12,2024-05-24,29.71,8429.85,147486
3550,3,2025-09-09,78.5,4643.87,330916
3551,5,2026-04-14,60.34,10159.98,288763
3552,13,2024-10-14,72.02,5530.68,132395
3553,15,2025-03-08,15.27,5185.97,231076
3554,4,2024-05-28,34.54,4704.25,191071
3555,7,2024-09-05,28.74,6501.82,252210
3556,2,2025-07-15,105.4,2983.83,252349
3557,6,2025-07-10,50.41,11738.62,252566
3558,1,2025-08-03,10.26,2624.43,99964
3559,5,2024-07-26,50.82,4909.6,182984
3560,6,2026-04-02,84.07,5293.61,269223
3561,12,2026-01-15,107.83,7279.48,382270
3562,9,2026-03-10,90.74,5890.78,387815
3563,11,2024-10-17,56.71,5259.62,136765
3564,2,2025-02-14,72.92,8093.36,90349
3565,4,2026-03-20,100.05,3144.87,75977
3566,15,2025-03-01,84.14,9348.57,103465
3567,10,2026-02-01,76.28,7223.51,187691
3568,10,2024-10-28,30.05,5219.47,215623
3569,11,2026-04-10,45.71,4328.82,283920
3570,4,2025-05-20,61.77,2556.36,217711
3571,4,2025-09-13,101.81,1481.52,251118
3572,14,2024-12-15,118.59,9178.14,229401
3573,10,2025-09-29,104.2,3469.97,40567
3574,3,2024-06-28,32.38,1788.54,32130
3575,5,2025-03-08,38.73,9820.48,138537
3576,3,2025-06-05,51.0,3806.22,139174
3577,15,2024-09-08,26.82,5263.35,260662
3578,2,2024-12-17,17.37,8163.9,288575
3579,11,2025-11-16,102.77,7694.31,264280
3580,10,2026-01-05,117.8,3703.32,207544
3581,13,2026-04-05,27.73,6678.02,183264
3582,9,2026-04-05,85.25,4513.26,106327
3583,13,2024-10-02,77.48,7241.99,142350
3584,14,2024-11-17,42.76,7347.97,46039
3585,11,2024-09-09,81.9,8121.98,131545
3586,6,2024-07-26,24.32,3798.88,138379
3587,11,2026-03-21,47.5,9663.39,77306
3588,15,2026-01-11,70.73,11116.37,352409
3589,13,2025-11-14,64.45,6883.87,216727
3590,4,2025-04-16,69.49,11992.5,206733
3591,4,2025-06-03,19.23,6221.9,34970
3592,8,2025-09-30,106.14,10585.35,101647
3593,7,2024-11-30,93.38,9772.19,111687
3594,4,2026-02-19,44.33,3033.48,55553
3595,2,2024-12-10,96.69,9741.94,346892
3596,5,2026-05-21,75.76,9153.83,351285
3597,15,2026-04-04,79.97,6483.33,98878
3598,4,2025-04-22,71.48,2706.23,297060
3599,7,2024-11-19,21.17,3249.42,193378
3600,3,2025-11-22,114.42,10297.59,151345
3601,14,2025-10-26,83.2,9410.38,242636
3602,9,2025-12-07,30.05,9017.86,70061
3603,6,2024-07-09,50.0,9669.42,338590
3604,15,2025-03-19,64.28,7621.19,165498
3605,3,2024-11-26,91.05,10549.06,205596
3606,6,2024-09-09,22.17,11143.65,176849
3607,10,2024-10-23,36.58,9544.27,265518
3608,3,2025-06-26,35.26,4522.06,361500
3609,4,2025-07-02,19.45,7353.16,57962
3610,3,2025-03-11,31.86,4577.14,393733
3611,4,2024-06-24,61.33,6166.53,63289
3612,9,2025-09-02,14.0,10850.57,163058
3613,13,2026-05-06,76.18,5922.7,47592
3614,11,2024-06-09,40.07,1676.61,71913
3615,14,2025-05-21,45.08,4558.87,262905
3616,6,2025-11-18,37.81,6101.59,321014
3617,7,2025-09-02,41.7,9328.08,346702
3618,5,2024-08-06,23.63,5851.33,146735
3619,10,2025-07-18,92.05,5642.84,322643
3620,15,2024-11-04,65.6,9300.78,297111
3621,13,2024-11-28,40.29,9710.68,284857
3622,11,2025-01-15,88.17,8290.75,192933
3623,12,2025-08-13,114.97,1580.97,265381
3624,3,2026-01-17,27.93,2986.54,104554
3625,7,2025-04-23,18.4,5837.92,119767
3626,6,2024-07-06,99.25,7954.29,158954
3627,13,2024-05-29,110.9,3940.65,101933
3628,3,2025-01-23,96.67,8796.67,383102
3629,14,2025-11-03,80.54,4384.17,276323
3630,9,2024-08-02,46.87,9122.04,145029
3631,12,2024-05-26,89.41,6394.16,242239
3632,6,2025-05-30,81.73,7426.18,168623
3633,7,2024-08-15,84.45,6611.09,81814
3634,13,2026-01-25,93.35,4573.22,353794
3635,15,2025-02-08,46.08,8645.96,150121
3636,2,2025-10-06,15.21,3106.39,178306
3637,13,2025-06-09,21.95,4315.03,390121
3638,9,2026-03-03,51.9,8675.37,289265
3639,1,2025-02-01,64.89,11801.54,96558
3640,13,2024-09-12,106.58,11678.95,304893
3641,9,2024-08-04,101.75,10139.6,358035
3642,4,2026-02-07,64.64,11505.9,368325
3643,12,2025-03-11,17.85,5788.54,329656
3644,14,2025-02-19,64.72,10625.84,397339
3645,9,2024-11-09,24.37,9183.99,355792
3646,15,2025-03-04,45.2,10227.6,37610
3647,8,2025-10-10,69.32,10783.68,220908
3648,13,2025-05-22,27.45,8362.57,398778
3649,12,2024-10-10,89.31,2628.05,81167
3650,6,2024-06-21,80.43,11156.84,290682
3651,4,2025-10-20,104.31,11804.34,213803
3652,13,2025-12-04,77.55,11607.18,108923
3653,7,2025-01-04,59.44,1849.6,222224
3654,12,2026-04-05,32.09,10829.82,383295
3655,11,2026-03-11,58.06,6369.31,322987
3656,10,2024-06-04,112.6,9368.2,303710
3657,12,2024-07-15,114.97,11251.42,372163
3658,2,2025-12-25,23.38,10923.77,230650
3659,4,2024-12-29,19.67,2904.68,158695
3660,9,2026-02-27,77.55,8912.36,99259
3661,6,2025-07-25,56.26,8007.69,173544
3662,11,2025-03-12,110.73,9583.82,244906
3663,13,2026-04-04,89.83,3165.99,62685
3664,15,2025-10-15,113.74,2970.35,345468
3665,5,2026-01-07,80.8,3752.78,173649
3666,6,2024-11-05,107.1,2123.19,83016
3667,12,2026-01-09,70.03,11844.64,84144
3668,3,2025-03-21,109.77,9572.22,379910
3669,10,2024-08-24,77.4,8783.81,71015
3670,4,2026-03-28,90.47,4158.78,366393
3671,12,2025-04-18,10.04,7204.43,169013
3672,13,2024-11-10,101.57,6531.49,64737
3673,4,2025-09-17,60.19,8831.07,199726
3674,12,2024-10-17,53.26,1393.56,128044
3675,2,2025-09-23,33.13,11118.66,313042
3676,1,2026-03-19,83.79,8936.86,110869
3677,14,2024-06-12,50.26,9188.57,210305
3678,1,2025-04-15,17.78,7373.91,337223
3679,11,2025-05-09,59.59,10284.47,381459
3680,8,2024-06-30,18.05,4883.89,131066
3681,1,2025-05-19,78.95,6863.48,364074
3682,12,2025-08-08,55.64,9163.67,72975
3683,11,2025-04-11,20.81,11000.53,70376
3684,10,2025-09-06,57.44,5571.53,365571
3685,2,2024-07-10,19.84,5975.86,374307
3686,6,2025-05-11,52.18,10493.83,315288
3687,1,2024-12-04,75.23,2041.01,61204
3688,1,2024-06-12,14.33,4769.49,376981
3689,12,2025-09-14,24.0,1836.08,182548
3690,10,2025-06-14,106.58,7425.22,315976
3691,14,2025-08-21,49.54,3625.8,351936
3692,5,2025-07-03,68.79,11279.26,118503
3693,8,2026-05-16,74.05,3385.58,209977
3694,13,2026-02-23,67.46,5115.64,381310
3695,6,2025-01-25,74.98,5957.57,44879
3696,10,2024-11-29,97.9,8599.18,320744
3697,2,2026-02-26,39.47,6781.02,388993
3698,2,2025-11-11,71.55,2094.38,383041
3699,13,2024-05-26,101.52,5531.78,228219
3700,2,2025-06-05,103.38,4156.13,33230
3701,4,2025-01-07,103.43,2758.94,310461
3702,7,2025-07-20,117.81,3936.43,200014
3703,6,2024-08-30,76.18,6905.79,292008
3704,5,2025-03-28,78.52,2745.99,49335
3705,11,2026-01-04,100.1,11578.23,49035
3706,7,2024-06-02,103.56,10947.7,235221
3707,8,2024-08-10,48.39,2914.35,278583
3708,12,2024-11-08,116.43,11245.63,122374
3709,1,2025-04-10,13.2,3633.9,296017
3710,5,2024-10-04,38.98,4348.06,78680
3711,13,2024-07-01,71.14,6159.13,376437
3712,12,2025-07-25,36.85,1293.2,205767
3713,6,2025-12-10,46.23,2273.58,72380
3714,3,2024-08-05,92.76,9891.44,381578
3715,14,2025-10-16,55.75,8543.18,352532
3716,8,2026-01-30,74.12,4658.12,193437
3717,10,2025-11-25,68.71,10106.66,81459
3718,15,2025-07-27,102.36,7584.99,69567
3719,7,2025-12-07,47.71,11084.78,67678
3720,4,2025-05-14,89.49,11684.67,128958
3721,12,2025-02-16,111.01,7833.25,37164
3722,10,2025-10-16,108.35,7258.9,88172
3723,5,2024-11-08,91.8,10436.87,117207
3724,7,2025-09-21,58.67,9485.62,251782
3725,9,2025-04-17,26.82,4801.95,245305
3726,13,2025-01-15,76.91,2357.59,244329
3727,7,2025-11-26,14.78,5428.89,217780
3728,2,2026-01-22,78.36,6393.2,219043
3729,11,2025-05-09,38.83,6709.63,354812
3730,14,2025-09-02,106.15,6318.23,124422
3731,8,2025-04-11,81.82,7983.89,104737
3732,7,2024-08-01,32.32,2332.79,370812
3733,7,2025-01-10,26.16,4809.75,250326
3734,6,2025-02-03,59.98,2364.21,266017
3735,8,2024-07-31,18.86,7749.84,164365
3736,1,2024-12-20,115.43,1537.25,203886
3737,5,2025-03-08,56.39,3877.82,218309
3738,1,2026-05-18,62.6,10915.48,208734
3739,13,2026-03-01,64.77,11826.33,159332
3740,1,2024-11-15,64.13,4030.71,264485
3741,11,2025-03-13,31.18,7576.78,362031
3742,9,2024-06-12,94.35,11095.03,258871
3743,15,2025-11-28,48.07,9657.44,75690
3744,8,2025-02-09,10.55,4976.1,168558
3745,12,2026-02-05,86.28,10292.02,353506
3746,3,2024-06-22,77.87,2348.27,62634
3747,8,2026-05-10,83.83,6820.26,349187
3748,3,2025-02-28,113.11,5435.33,96804
3749,1,2025-11-12,52.66,4722.27,262499
3750,5,2024-12-28,44.56,8893.38,196419
3751,5,2025-02-05,105.75,6862.26,119316
3752,2,2026-03-24,77.89,8340.98,212919
3753,9,2025-12-07,64.84,5666.56,244893
3754,6,2024-12-11,44.32,6066.31,353484
3755,6,2025-08-31,87.96,10627.79,270257
3756,9,2025-07-14,19.4,2455.72,215202
3757,11,2026-05-08,90.6,7244.47,224067
3758,15,2025-01-05,77.64,6136.53,342280
3759,12,2026-01-29,48.34,6475.82,105960
3760,6,2025-07-11,29.72,3844.63,39835
3761,3,2025-07-25,95.48,10963.04,145442
3762,8,2025-02-14,53.41,3175.48,118722
3763,9,2025-06-27,39.82,4233.24,305048
3764,7,2024-07-13,76.79,10595.24,188489
3765,13,2024-12-21,64.53,9650.54,73052
3766,10,2024-06-01,69.72,7086.82,313822
3767,1,2025-01-05,110.11,1240.08,110118
3768,6,2025-07-18,36.73,6151.19,164402
3769,11,2025-03-12,35.22,9019.11,258158
3770,4,2024-09-26,21.68,6664.41,296307
3771,14,2024-08-24,66.16,2249.66,67351
3772,3,2025-01-26,81.27,9478.8,179782
3773,1,2024-09-16,91.69,11555.43,367242
3774,6,2025-07-21,25.89,6582.17,253779
3775,14,2025-10-04,116.56,6426.16,196419
3776,1,2025-03-10,103.39,10729.51,110436
3777,5,2026-02-02,27.8,6458.91,292085
3778,7,2025-12-28,17.73,2470.63,359878
3779,4,2026-05-15,103.93,2081.84,226097
3780,4,2024-12-08,62.94,8809.15,373926
3781,1,2024-09-02,102.58,2343.59,133805
3782,12,2026-03-15,88.76,8295.99,265020
3783,8,2025-02-08,14.83,11864.77,64020
3784,15,2026-05-01,76.58,1537.02,240094
3785,2,2024-07-14,29.32,2881.06,198397
3786,2,2024-06-20,70.57,9999.6,220038
3787,5,2025-02-18,79.69,1558.63,256185
3788,11,2025-03-24,75.42,9947.7,124540
3789,8,2025-02-12,112.83,1664.91,221866
3790,4,2025-11-04,83.34,9717.29,295262
3791,5,2026-02-23,66.76,6774.34,355830
3792,11,2025-06-08,111.03,10614.94,137999
3793,3,2024-06-27,83.63,10159.14,259920
3794,7,2025-10-01,57.21,10328.2,32162
3795,3,2025-01-07,60.62,3835.28,185905
3796,2,2025-03-23,20.58,10431.06,336105
3797,1,2025-09-07,35.84,3235.99,147886
3798,15,2025-09-16,21.98,9016.55,359555
3799,7,2024-10-06,40.26,5407.64,273244
3800,7,2025-02-04,72.5,7928.53,296951
3801,10,2025-12-31,30.16,10559.1,41577
3802,9,2025-04-06,42.35,3336.61,119463
3803,8,2025-02-20,34.15,8963.68,321759
3804,3,2024-06-15,18.25,9562.61,41162
3805,11,2024-12-20,65.1,1527.61,345346
3806,2,2024-09-25,60.24,7475.48,329894
3807,12,2025-10-04,117.26,11569.36,253971
3808,13,2026-03-09,60.17,9233.82,155847
3809,14,2024-11-12,21.62,8151.6,260962
3810,3,2026-05-02,114.04,6742.54,310370
3811,14,2026-01-03,115.01,7929.78,165373
3812,9,2024-08-21,103.18,8917.25,74071
3813,6,2024-09-17,32.79,4867.8,382704
3814,7,2025-04-01,75.03,10442.11,100351
3815,5,2026-02-24,103.13,7297.48,54875
3816,15,2025-04-22,94.76,11035.74,59502
3817,10,2026-04-21,13.5,6348.42,134385
3818,14,2025-08-28,103.75,2374.72,153487
3819,1,2026-02-23,13.55,8634.25,83599
3820,12,2025-11-07,51.17,8694.08,52275
3821,1,2024-06-26,45.86,8916.51,312524
3822,13,2025-11-23,105.94,9708.62,257714
3823,6,2026-02-10,39.55,5577.74,131278
3824,1,2024-08-01,11.99,5290.1,47689
3825,6,2025-03-10,66.36,4392.55,397344
3826,6,2025-04-02,16.93,4147.31,132286
3827,15,2025-12-11,108.74,1202.96,223584
3828,3,2026-04-26,70.66,9281.53,136772
3829,5,2026-03-31,55.89,5051.62,348315
3830,14,2024-10-18,94.54,9005.16,264446
3831,8,2025-11-26,110.85,7356.61,69737
3832,11,2025-08-14,33.29,5997.31,114059
3833,12,2024-11-04,68.13,7950.82,307572
3834,13,2025-10-22,87.76,7348.39,351311
3835,2,2026-03-10,106.08,4615.14,273269
3836,10,2024-06-11,116.3,2727.55,91376
3837,8,2026-02-12,96.13,7120.37,30358
3838,3,2024-07-17,100.38,2567.84,205747
3839,10,2024-06-13,13.97,3441.62,141857
3840,12,2025-06-21,15.03,5457.65,96618
3841,15,2025-09-16,54.89,4929.29,303929
3842,4,2024-12-29,33.93,1480.89,180403
3843,11,2025-07-24,37.81,4752.88,342570
3844,1,2024-09-23,52.59,2524.08,31574
3845,3,2025-12-09,103.43,5061.89,71701
3846,5,2024-11-14,102.72,10429.36,352416
3847,10,2024-10-04,29.12,1990.5,156915
3848,2,2025-05-21,63.53,7987.74,41101
3849,12,2025-12-01,115.67,8825.48,336342
3850,15,2025-10-13,20.47,8992.11,261400
3851,13,2025-10-22,43.38,11785.21,95401
3852,14,2025-03-30,23.73,4912.87,105351
3853,14,2026-02-22,88.36,11467.18,363253
3854,3,2025-01-29,86.96,3776.52,62069
3855,6,2025-05-05,45.73,9122.52,354600
3856,15,2024-07-22,54.61,5666.9,290278
3857,11,2025-01-01,58.71,8535.21,143606
3858,13,2025-05-17,114.19,2684.73,60947
3859,6,2025-05-11,82.8,8367.54,267129
3860,4,2024-08-10,55.23,4355.43,40026
3861,8,2026-02-22,36.23,4555.91,272908
3862,12,2025-02-19,37.25,10733.18,66502
3863,5,2025-09-03,10.47,4771.2,68680
3864,4,2025-05-01,70.42,11269.55,37066
3865,3,2025-07-25,13.85,4705.91,216650
3866,12,2025-10-26,43.7,4579.06,313647
3867,4,2026-04-20,112.44,6728.97,294028
3868,6,2025-09-05,114.06,1279.23,315917
3869,6,2025-09-12,117.95,4284.29,94675
3870,6,2025-09-10,91.69,11098.83,162924
3871,10,2025-08-09,26.64,10148.98,233597
3872,4,2026-04-18,98.74,11752.28,283305
3873,2,2025-03-02,30.54,8516.71,379172
3874,9,2025-09-10,68.83,3028.81,164024
3875,5,2025-08-20,58.62,7651.28,135947
3876,5,2026-01-09,39.24,11718.36,214111
3877,3,2025-12-17,32.9,3089.75,242222
3878,7,2026-01-29,12.85,10351.73,79378
3879,6,2024-12-05,91.69,10544.58,167792
3880,15,2025-06-17,77.41,2487.02,53062
3881,9,2025-10-17,70.54,7263.51,215292
3882,15,2026-01-27,21.99,5930.33,57437
3883,2,2025-04-12,93.6,9119.39,353637
3884,5,2024-09-22,46.24,9954.48,253396
3885,2,2024-11-13,14.98,1392.52,100796
3886,13,2024-08-21,33.42,10670.2,43661
3887,13,2025-12-30,77.83,5081.76,58021
3888,1,2025-05-20,48.93,11850.19,119379
3889,10,2024-07-12,113.05,10257.18,128910
3890,2,2025-06-17,119.69,2657.14,92547
3891,6,2024-08-07,76.48,5428.5,297682
3892,9,2026-02-12,76.47,11361.74,344876
3893,6,2025-04-01,44.69,1956.97,61247
3894,1,2024-07-03,98.29,3731.37,221985
3895,7,2024-07-24,119.38,6750.7,378195
3896,9,2026-01-28,102.03,2959.26,189684
3897,2,2024-07-18,67.29,6845.45,150137
3898,15,2024-08-29,23.47,11309.68,80079
3899,3,2024-06-07,32.84,5452.46,93339
3900,5,2025-09-26,72.2,9323.51,233486
3901,3,2025-04-15,90.56,2912.28,132385
3902,2,2024-08-14,95.33,10860.94,340656
3903,13,2026-01-22,35.39,6740.49,394698
3904,5,2025-04-14,71.58,10461.81,218369
3905,12,2025-09-14,85.0,8769.69,137200
3906,12,2025-01-17,12.88,5531.13,207747
3907,10,2026-01-01,15.18,1247.69,30990
3908,1,2024-09-19,90.13,3772.21,262550
3909,15,2024-07-07,35.58,10746.65,344547
3910,1,2024-11-06,33.32,6216.94,369519
3911,4,2025-04-15,74.04,5922.02,393674
3912,8,2025-11-19,40.94,1975.76,209088
3913,10,2024-11-30,107.49,2640.85,226132
3914,6,2025-09-10,51.74,3887.7,131016
3915,4,2025-09-27,108.83,7625.75,178510
3916,1,2025-06-28,98.84,11169.91,41036
3917,8,2026-04-16,116.86,7620.94,55150
3918,14,2026-05-03,17.17,5501.39,343894
3919,13,2025-04-24,88.03,8160.62,62883
3920,10,2024-08-10,87.13,5942.08,168809
3921,10,2025-08-28,65.66,6830.07,202600
3922,11,2025-02-25,51.89,6689.22,312435
3923,15,2025-06-26,43.81,9216.33,224444
3924,10,2024-11-30,56.89,7305.82,91517
3925,9,2025-05-29,73.47,1919.82,41281
3926,7,2026-02-15,65.95,5354.68,92370
3927,7,2026-02-27,73.25,10226.0,167402
3928,13,2025-11-20,38.53,3148.45,216843
3929,14,2025-02-21,21.46,5548.3,244310
3930,1,2026-05-11,83.38,6899.28,281252
3931,5,2025-08-22,81.63,8984.9,200897
3932,10,2025-01-21,112.13,9431.94,276254
3933,9,2025-09-16,18.88,8790.06,49704
3934,1,2026-03-18,10.85,10989.48,372581
3935,10,2026-01-16,40.79,2599.87,152861
3936,1,2024-06-26,38.13,6582.59,52746
3937,14,2024-09-05,34.09,7034.1,143357
3938,6,2026-01-15,106.07,7571.31,363950
3939,5,2024-09-26,59.61,3469.05,74134
3940,5,2026-03-13,116.88,11132.98,108511
3941,7,2026-01-07,57.53,4850.67,45320
3942,13,2025-01-23,48.44,4158.64,285408
3943,13,2024-12-19,113.16,2400.24,391032
3944,12,2024-09-12,70.04,5277.52,359110
3945,2,2025-05-08,24.3,2914.24,301118
3946,5,2025-09-02,85.29,11471.53,388836
3947,9,2026-01-29,72.93,5157.73,226058
3948,6,2024-08-03,15.67,2429.73,162259
3949,5,2025-05-23,65.31,6060.36,166405
3950,7,2026-03-11,15.93,4240.42,399188
3951,10,2025-05-14,56.33,5659.56,312880
3952,7,2025-07-03,105.49,7490.54,255461
3953,1,2024-06-07,93.79,4926.23,82599
3954,2,2025-02-25,83.63,6229.81,346305
3955,11,2024-06-28,21.45,5280.38,55425
3956,10,2024-12-28,16.83,2915.72,227154
3957,7,2025-12-10,70.5,4899.97,222284
3958,6,2024-10-18,105.08,6452.41,267823
3959,14,2026-03-13,86.6,10697.58,346775
3960,1,2025-08-05,68.31,10566.07,54538
3961,9,2025-08-23,85.83,7421.92,117482
3962,12,2025-10-29,36.73,11469.83,258665
3963,11,2025-04-12,38.71,5686.17,104095
3964,4,2024-12-31,80.62,3977.2,162578
3965,15,2025-10-03,86.53,9235.33,242211
3966,4,2025-01-25,42.85,7646.95,57260
3967,12,2026-01-31,110.14,10132.11,200716
3968,7,2024-09-13,33.47,2863.75,116042
3969,6,2025-06-21,50.88,11414.82,346136
3970,14,2025-07-23,63.13,9449.49,45276
3971,9,2025-10-06,52.17,9280.82,197707
3972,1,2024-07-14,70.38,2814.44,64182
3973,15,2024-10-24,52.66,8663.51,249053
3974,3,2025-08-04,100.56,1564.44,30909
3975,10,2024-11-03,40.56,7880.39,386047
3976,3,2025-09-25,17.73,4560.47,387393
3977,13,2025-10-07,74.88,6952.39,336987
3978,7,2025-09-23,30.86,7074.44,30261
3979,3,2024-08-11,22.92,1728.2,34347
3980,12,2025-12-09,99.58,8612.83,59268
3981,11,2025-09-03,59.12,9731.26,83521
3982,10,2024-07-28,72.69,3329.96,175149
3983,12,2025-12-28,62.69,4324.69,145860
3984,2,2025-12-19,84.48,5329.85,37619
3985,3,2024-11-20,36.12,10423.52,233570
3986,11,2025-11-18,38.29,7867.74,66393
3987,4,2024-09-05,81.3,10496.68,190129
3988,4,2024-09-17,104.73,6761.68,281681
3989,7,2025-04-10,106.4,5371.37,368197
3990,14,2024-09-03,92.49,5572.34,113047
3991,8,2024-07-26,15.72,5190.08,313309
3992,1,2025-10-14,103.16,3309.04,41601
3993,10,2025-07-01,62.29,8629.82,344860
3994,12,2026-02-25,87.48,7392.3,46299
3995,12,2024-07-23,31.22,5188.14,32102
3996,3,2024-11-22,55.9,9180.62,156559
3997,13,2024-08-20,99.67,11767.48,68429
3998,10,2026-02-05,59.52,9225.58,53846
3999,8,2025-04-14,91.0,3494.96,325439
4000,8,2024-08-27,26.66,10993.22,43650
4001,6,2025-07-07,98.14,11520.34,190635
4002,13,2024-06-17,72.76,6076.42,324638
4003,2,2024-09-21,15.73,6300.1,42120
4004,8,2024-12-19,80.66,1382.78,129750
4005,13,2026-04-09,98.97,7680.5,370529
4006,12,2025-01-12,13.17,7073.92,208915
4007,5,2025-09-25,59.46,3317.79,288505
4008,2,2026-04-08,109.33,3387.54,54327
4009,5,2026-03-12,115.37,11182.5,146385
4010,14,2024-11-22,99.95,4174.73,212328
4011,13,2025-07-08,93.11,8972.28,338107
4012,12,2026-03-04,14.41,2590.13,194229
4013,2,2024-09-12,24.99,8797.22,178717
