expense_id,trip_id,fuel_cost,toll_cost,food_expense,parking_cost,misc_expense
1812,1812,4069.66,1184,542,807,518
1813,1813,5450.03,278,1972,1185,597
1814,1814,3123.87,593,294,87,802
1815,1815,13305.71,218,1563,1163,775
1816,1816,4287.02,924,1022,1182,1447
1817,1817,2831.48,1246,947,306,663
1818,1818,6538.71,1422,821,242,189
1819,1819,1353.89,331,1416,377,128
1820,1820,3294.93,575,886,1199,497
1821,1821,6923.29,966,1936,115,1209
1822,1822,13364.85,1355,1168,585,452
1823,1823,6048.52,197,351,846,817
1824,1824,1914.81,234,1439,420,72
1825,1825,4395.94,1737,359,868,928
1826,1826,4183.22,1330,699,947,499
1827,1827,8326.25,2336,817,1054,370
1828,1828,2840.92,2297,940,261,1257
1829,1829,9071.25,349,801,1171,898
1830,1830,9553.52,2294,1665,576,129
1831,1831,17608.57,2459,1840,471,988
1832,1832,3277.45,2314,1218,535,1391
1833,1833,3379.28,342,1910,497,677
1834,1834,5059.1,1210,1074,1186,1187
1835,1835,7880.64,1577,1126,594,928
1836,1836,3441.94,1350,2000,737,1238
1837,1837,2019.15,382,565,351,384
1838,1838,4381.37,1127,1359,739,1292
1839,1839,3188.6,992,1143,1006,793
1840,1840,2170.79,1317,537,885,366
1841,1841,2312.61,1876,717,975,775
1842,1842,2435.5,2015,838,1148,1199
1843,1843,4852.62,991,201,1149,541
1844,1844,1855.75,1339,831,673,1489
1845,1845,2779.2,195,427,125,335
1846,1846,5025.87,2403,1151,252,1078
1847,1847,8348.64,2487,697,370,177
1848,1848,3913.34,1995,849,1124,346
1849,1849,2055.95,1206,926,869,1190
1850,1850,7485.54,1801,1593,897,1126
1851,1851,5459.59,1363,960,465,1495
1852,1852,5425.54,114,1575,195,553
1853,1853,3323.13,2011,523,583,1342
1854,1854,3757.96,323,702,850,175
1855,1855,4981.37,811,1711,80,1242
1856,1856,4900.55,2469,1091,750,465
1857,1857,2501.36,852,1839,102,36
1858,1858,3744.95,1716,1464,409,701
1859,1859,2372.26,1109,1005,437,456
1860,1860,6131.62,1442,1937,1082,254
1861,1861,14960.27,1855,1382,389,0
1862,1862,6370.51,2416,1349,200,20
1863,1863,1152.71,1668,1428,1117,463
1864,1864,7606.66,754,1184,1182,36
1865,1865,2044.54,2000,1740,781,1138
1866,1866,3312.2,925,1887,1188,1478
1867,1867,4419.68,826,326,609,45
1868,1868,3789.63,597,539,179,1083
1869,1869,1908.91,1311,953,1102,1140
1870,1870,2734.03,792,1876,346,1044
1871,1871,10085.19,1700,1683,250,561
1872,1872,3398.67,2314,1775,1188,575
1873,1873,5684.12,844,571,429,1479
1874,1874,3022.3,1435,388,1136,1245
1875,1875,4834.61,839,444,756,179
1876,1876,3606.87,847,1977,847,1080
1877,1877,3307.01,1736,1281,58,199
1878,1878,5348.25,2109,1807,927,628
1879,1879,936.66,622,1789,65,249
1880,1880,7530.38,2272,418,323,200
1881,1881,6744.82,1276,1696,787,222
1882,1882,6437.49,2448,393,322,661
1883,1883,2423.61,577,960,1097,1245
1884,1884,4720.99,1520,780,1160,78
1885,1885,2604.41,904,721,844,974
1886,1886,5320.19,818,1533,1141,503
1887,1887,4535.56,296,1059,251,1150
1888,1888,3321.98,2136,1209,796,1368
1889,1889,10548.33,1708,1160,909,1195
1890,1890,11695.79,954,915,1031,659
1891,1891,9560.18,1630,698,1114,1438
1892,1892,6132.09,186,1776,182,507
1893,1893,13089.86,2313,1208,990,301
1894,1894,2333.03,2060,1941,218,831
1895,1895,6789.22,2366,1519,966,801
1896,1896,7761.14,2112,592,902,250
1897,1897,2673.49,1391,368,74,1430
1898,1898,3858.05,1081,1131,716,800
1899,1899,5306.24,1744,1255,297,1463
1900,1900,2735.63,1607,840,599,1270
1901,1901,2297.52,526,1394,1012,1137
1902,1902,5119.03,2499,1941,231,454
1903,1903,2240.07,1495,1153,360,460
1904,1904,1213.4,327,1795,479,741
1905,1905,2836.6,436,1430,487,623
1906,1906,15982.73,1283,1411,773,778
1907,1907,8158.33,1791,269,240,991
1908,1908,4105.36,1181,1416,270,1080
1909,1909,3280.81,1341,1935,625,226
1910,1910,4484.03,1114,602,115,61
1911,1911,7983.23,2262,1640,217,1498
1912,1912,5510.91,481,1606,287,56
1913,1913,4592.71,1334,907,959,561
1914,1914,8191.14,854,684,230,527
1915,1915,2339.88,688,1706,445,299
1916,1916,3503.08,509,731,912,418
1917,1917,3139.76,304,1367,852,374
1918,1918,2378.0,1223,1406,69,1484
1919,1919,5690.03,658,350,376,411
1920,1920,3899.8,1734,591,502,927
1921,1921,5983.01,2083,1053,731,1106
1922,1922,3313.39,913,1942,623,185
1923,1923,20710.03,1947,323,597,80
1924,1924,2347.14,1683,1629,521,1037
1925,1925,10866.07,1246,828,679,366
1926,1926,1638.15,1889,1826,982,454
1927,1927,3925.43,1950,1695,8,549
1928,1928,4010.07,1592,980,798,708
1929,1929,18858.02,1313,1136,927,63
1930,1930,993.15,2448,1446,415,1155
1931,1931,2370.2,2248,1566,117,357
1932,1932,2593.17,1686,742,229,707
1933,1933,6856.77,919,681,476,1041
1934,1934,9944.72,681,1415,1063,112
1935,1935,2540.13,991,732,839,619
1936,1936,1083.59,584,1163,695,420
1937,1937,7914.42,691,1111,1061,181
1938,1938,2497.92,1758,1621,54,243
1939,1939,3250.83,747,572,78,822
1940,1940,2706.97,1722,1267,644,622
1941,1941,5231.25,590,700,1177,400
1942,1942,3477.54,1654,1420,20,829
1943,1943,2735.37,518,1404,10,1370
1944,1944,3792.65,1233,1488,626,657
1945,1945,21429.22,499,1584,30,634
1946,1946,12510.25,2040,820,1037,1317
1947,1947,2641.88,1695,1746,1076,138
1948,1948,2667.5,569,1744,265,20
1949,1949,6899.52,1268,1104,447,1197
1950,1950,9369.94,1338,582,517,1084
1951,1951,1883.68,802,1143,858,1342
1952,1952,4775.54,271,1291,108,1334
1953,1953,3876.65,1685,630,648,545
1954,1954,6417.75,1168,1627,823,261
1955,1955,4059.9,1672,1550,868,1315
1956,1956,7860.78,1261,350,1090,721
1957,1957,1644.51,1576,1271,165,1260
1958,1958,3647.68,1656,896,786,910
1959,1959,3674.32,2230,1923,177,873
1960,1960,3444.38,1093,1822,1010,226
1961,1961,4815.48,1602,706,200,1179
1962,1962,6465.55,344,1342,376,274
1963,1963,4662.61,1385,1978,509,814
1964,1964,860.89,2454,1091,1039,221
1965,1965,3167.15,1377,1057,256,608
1966,1966,11400.3,1651,394,593,304
1967,1967,6740.23,1821,1976,372,197
1968,1968,5293.96,689,1176,1005,924
1969,1969,6022.47,294,1219,921,1351
1970,1970,7248.9,591,543,241,252
1971,1971,1198.3,1928,784,832,515
1972,1972,4845.3,693,1539,189,1007
1973,1973,9592.15,1353,608,834,397
1974,1974,8994.31,1110,1430,249,1285
1975,1975,699.65,1173,1660,809,47
1976,1976,1576.31,2474,403,898,362
1977,1977,2079.42,757,253,326,1389
1978,1978,3293.9,891,1292,907,1037
1979,1979,8012.6,832,210,907,1399
1980,1980,1898.83,695,1275,423,157
1981,1981,3759.83,1987,1305,1047,1136
1982,1982,8843.59,481,1173,415,321
1983,1983,2868.41,249,482,318,1447
1984,1984,2122.17,350,1197,793,1186
1985,1985,2722.91,2095,1019,392,1174
1986,1986,3223.66,2258,325,672,991
1987,1987,12054.12,1512,536,522,512
1988,1988,3780.79,1142,1123,373,281
1989,1989,3040.93,2255,880,688,979
1990,1990,6969.64,2486,1417,921,337
1991,1991,1508.41,2424,1983,119,584
1992,1992,3905.71,2136,1246,572,88
1993,1993,4637.47,992,355,67,916
1994,1994,18278.22,2250,1993,752,682
1995,1995,6417.3,1156,829,19,833
1996,1996,5078.2,930,1892,1062,231
1997,1997,3176.73,194,532,16,396
1998,1998,3556.22,1804,744,189,1002
1999,1999,2183.79,305,1338,851,580
2000,2000,4837.16,897,528,645,0
2001,2001,14204.16,1550,337,710,325
2002,2002,12831.77,2386,867,979,1180
2003,2003,12274.44,1593,1063,329,576
2004,2004,2873.7,1489,253,214,487
2005,2005,6144.33,561,1974,1157,1328
2006,2006,6205.49,2244,1949,825,1339
2007,2007,2584.53,443,822,973,832
2008,2008,3496.12,1376,1356,690,975
2009,2009,1969.76,1454,1249,1164,864
2010,2010,4164.01,929,993,358,352
2011,2011,15438.54,515,1238,680,1285
2012,2012,3739.21,1016,913,676,16
2013,2013,5798.71,526,1754,50,1358
2014,2014,14306.5,484,411,226,253
2015,2015,6330.73,982,1854,1083,947
2016,2016,15840.98,614,799,771,488
2017,2017,3812.95,1354,724,494,1098
2018,2018,8112.83,1588,418,320,1181
2019,2019,6531.02,130,1927,448,1202
2020,2020,1400.14,111,838,282,771
2021,2021,2221.07,168,1052,96,601
2022,2022,5309.23,1019,638,1165,816
2023,2023,3357.75,532,1417,832,708
2024,2024,1402.04,1080,219,927,1187
2025,2025,17482.26,885,1314,624,1247
2026,2026,6794.92,1428,727,1132,16
2027,2027,3425.56,2162,988,563,507
2028,2028,6084.51,1766,853,657,632
2029,2029,5069.82,307,1079,721,748
2030,2030,13910.63,1513,1337,594,1258
2031,2031,3377.96,1427,1661,118,871
2032,2032,3276.09,477,422,390,1428
2033,2033,1845.82,593,463,834,258
2034,2034,7175.96,208,1568,640,555
2035,2035,5126.79,2399,588,292,317
2036,2036,4939.24,135,1563,365,860
2037,2037,3241.9,1989,1513,893,827
2038,2038,3649.94,1640,318,144,1151
2039,2039,3698.46,1513,899,208,673
2040,2040,8099.85,1758,707,420,497
2041,2041,3776.91,2118,897,1106,415
2042,2042,3780.41,432,723,691,983
2043,2043,2819.37,974,1607,9,292
2044,2044,8301.15,1744,235,406,199
2045,2045,7800.59,1170,891,532,971
2046,2046,16444.72,499,1770,322,967
2047,2047,3423.0,383,875,1119,112
2048,2048,2447.29,2352,1169,943,1142
2049,2049,3465.52,2206,1625,588,784
2050,2050,2379.36,165,1306,499,533
2051,2051,19700.63,2316,1245,935,889
2052,2052,6324.5,1324,1414,499,34
2053,2053,5589.09,862,550,1070,528
2054,2054,11500.06,959,861,864,650
2055,2055,3856.36,2346,1027,977,1418
2056,2056,2872.31,1988,1421,972,236
2057,2057,11144.15,1340,505,874,935
2058,2058,3540.5,858,1385,640,885
2059,2059,3598.89,2088,1161,32,1387
2060,2060,5137.8,2421,1649,370,1221
2061,2061,2568.54,1002,1607,4,1363
2062,2062,3369.2,1354,298,245,1328
2063,2063,2752.3,328,1585,610,505
2064,2064,7078.69,2472,1119,1174,1322
2065,2065,3548.14,2110,1412,855,67
2066,2066,1964.49,583,1485,958,379
2067,2067,3638.3,930,440,129,680
2068,2068,2264.51,1454,792,317,548
2069,2069,2035.78,443,1222,526,684
2070,2070,762.13,973,253,867,563
2071,2071,3723.03,290,1108,277,1208
2072,2072,8617.38,1897,992,153,626
2073,2073,2950.17,1952,1179,333,1268
2074,2074,6264.22,2006,1363,840,1102
2075,2075,1341.88,669,486,616,287
2076,2076,3969.07,1667,1720,497,1364
2077,2077,13674.08,224,498,735,1116
2078,2078,2352.97,1655,547,627,1355
2079,2079,9898.04,1032,533,491,1402
2080,2080,2707.83,1709,1400,703,173
2081,2081,2134.47,2372,622,163,629
2082,2082,3292.59,1208,1232,385,1117
2083,2083,2856.97,1163,1880,1058,427
2084,2084,12997.73,1517,1309,613,211
2085,2085,3694.98,1581,1859,1169,1191
2086,2086,4570.49,702,993,282,110
2087,2087,1378.98,1376,1014,229,740
2088,2088,1975.64,1536,1663,1036,1017
2089,2089,7545.86,703,455,1010,1304
2090,2090,1674.36,446,377,868,1150
2091,2091,6891.77,1780,1707,1114,758
2092,2092,6110.03,1569,1580,752,111
2093,2093,16178.63,823,1859,1105,912
2094,2094,6492.42,739,242,967,577
2095,2095,1336.26,920,1631,16,459
2096,2096,7589.29,1395,213,116,377
2097,2097,5664.87,775,800,318,986
2098,2098,3189.23,2051,661,22,1010
2099,2099,17397.74,1967,1974,711,1327
2100,2100,2102.67,1711,1243,812,1261
2101,2101,6354.66,753,1046,181,742
2102,2102,3293.04,936,660,1041,643
2103,2103,1889.49,928,709,1037,343
2104,2104,3506.9,647,1106,1059,725
2105,2105,8082.9,1406,1945,1137,471
2106,2106,7773.87,786,878,943,90
2107,2107,4353.9,1500,994,37,1220
2108,2108,7520.95,2326,1314,274,454
2109,2109,733.52,1572,1330,911,1103
2110,2110,11800.17,1862,618,934,692
2111,2111,632.45,1415,1398,408,938
2112,2112,812.88,222,618,1166,115
2113,2113,978.66,1817,342,289,1280
2114,2114,3581.12,1448,1292,654,1063
2115,2115,4633.17,1050,783,605,713
2116,2116,2797.07,276,1346,126,222
2117,2117,6542.57,534,1598,1108,1324
2118,2118,6363.18,812,500,760,360
2119,2119,4285.04,1731,1617,291,430
2120,2120,9093.78,123,683,809,1045
2121,2121,20890.16,1886,1978,177,62
2122,2122,2951.11,2314,1469,454,231
2123,2123,2701.16,2334,1517,575,96
2124,2124,6236.85,2178,1110,1090,1116
2125,2125,3128.53,943,393,555,635
2126,2126,2670.92,617,215,129,1211
2127,2127,6258.8,1953,532,547,1341
2128,2128,6473.9,1088,634,147,388
2129,2129,7240.78,248,1681,1170,807
2130,2130,4630.0,802,370,923,731
2131,2131,4141.45,972,1847,541,494
2132,2132,2508.6,205,1757,1146,1446
2133,2133,2369.53,889,1249,1027,1355
2134,2134,1752.39,2478,1975,914,1268
2135,2135,2404.57,2058,652,1171,882
2136,2136,5300.57,317,960,1134,631
2137,2137,3373.87,2264,837,1186,1041
2138,2138,4319.14,1908,364,381,478
2139,2139,2260.37,1695,696,938,1427
2140,2140,2001.74,180,720,544,576
2141,2141,833.03,758,929,29,1414
2142,2142,1229.19,678,322,603,1060
2143,2143,3580.62,2451,1903,1157,470
2144,2144,467.96,857,1959,849,1392
2145,2145,1982.46,713,997,837,504
2146,2146,3132.31,304,1173,420,256
2147,2147,3795.27,1185,1835,979,253
2148,2148,7058.91,2067,1410,731,1334
2149,2149,3125.07,1430,635,967,1314
2150,2150,3470.4,738,767,102,30
2151,2151,1411.45,2289,1488,665,1149
2152,2152,19367.08,2481,1691,269,1290
2153,2153,8494.55,1818,1644,277,22
2154,2154,7042.29,1646,1716,897,456
2155,2155,7153.94,750,1760,786,402
2156,2156,14752.85,749,742,249,881
2157,2157,1942.38,1087,1381,1198,1397
2158,2158,2304.83,2060,1771,622,1116
2159,2159,7169.79,1540,1039,887,1131
2160,2160,3183.09,672,1480,1083,186
2161,2161,3203.86,104,321,1150,264
2162,2162,2761.09,1930,844,734,735
2163,2163,1163.16,827,1920,585,65
2164,2164,4104.63,2122,1895,1007,282
2165,2165,6036.76,2139,903,927,288
2166,2166,3984.84,2354,720,20,695
2167,2167,2558.57,215,576,1155,461
2168,2168,2310.68,433,244,300,357
2169,2169,2901.24,405,1792,141,902
2170,2170,1392.72,206,1186,460,1003
2171,2171,7127.59,627,1291,1025,459
2172,2172,6305.44,1742,1800,248,358
2173,2173,8979.47,694,1060,989,235
2174,2174,10998.04,871,211,597,413
2175,2175,4312.03,390,571,393,4
2176,2176,750.45,2112,477,1149,602
2177,2177,7187.18,360,747,575,205
2178,2178,7952.84,1458,459,242,1388
2179,2179,14739.04,1389,1052,670,1268
2180,2180,11036.7,1840,894,274,1195
2181,2181,1503.14,1757,1377,1137,1459
2182,2182,1672.09,2432,1914,720,1074
2183,2183,3924.55,2206,1417,319,693
2184,2184,4733.78,1180,1726,813,899
2185,2185,2230.34,642,374,102,32
2186,2186,1845.39,975,1629,168,647
2187,2187,3440.5,1672,1929,578,371
2188,2188,10233.1,901,266,960,574
2189,2189,7089.61,319,357,1171,1146
2190,2190,5375.91,1993,1044,1107,424
2191,2191,8952.79,1895,1153,1178,1195
2192,2192,2627.4,1176,388,855,322
2193,2193,4494.17,502,1838,1101,1081
2194,2194,4757.63,2304,378,966,236
2195,2195,3054.8,1108,1599,1054,670
2196,2196,4637.11,2245,1076,534,1093
2197,2197,7026.18,1060,266,218,967
2198,2198,19807.38,990,903,582,945
2199,2199,1814.27,520,1689,986,754
2200,2200,5436.48,2215,331,765,1210
2201,2201,8544.3,1104,679,1014,1074
2202,2202,6217.12,1964,348,658,1142
2203,2203,1976.54,1966,875,57,688
2204,2204,6522.02,1585,1487,633,891
2205,2205,3314.22,1716,456,580,1089
2206,2206,5375.37,661,1686,412,1261
2207,2207,7671.78,1726,289,323,1100
2208,2208,5417.85,1871,1492,48,284
2209,2209,792.19,1464,1817,379,1387
2210,2210,3818.6,729,1738,820,839
2211,2211,6536.99,2342,267,860,347
2212,2212,3602.87,421,536,575,1484
2213,2213,6104.16,298,1694,11,33
2214,2214,4080.25,965,1408,681,125
2215,2215,6665.15,1279,434,553,446
2216,2216,2327.2,1229,477,557,1082
2217,2217,5371.47,115,872,271,208
2218,2218,3714.26,2070,1453,142,255
2219,2219,5210.2,2157,283,751,592
2220,2220,3512.05,1877,1452,867,1181
2221,2221,649.91,1833,1995,420,1500
2222,2222,3679.47,873,1822,333,1035
2223,2223,2746.23,1356,1339,295,838
2224,2224,3493.9,433,554,888,58
2225,2225,6102.52,1160,739,1163,970
2226,2226,7451.05,2168,1702,433,1155
2227,2227,6679.27,450,1161,579,1300
2228,2228,12480.05,2014,1907,2,1332
2229,2229,17518.68,204,401,473,198
2230,2230,3155.04,162,1695,55,935
2231,2231,4425.62,1780,1895,921,722
2232,2232,3024.63,1647,1048,819,406
2233,2233,6627.8,321,1979,71,956
2234,2234,6636.36,1976,1048,996,394
2235,2235,7751.9,316,1527,777,754
2236,2236,5515.15,151,1892,411,710
2237,2237,2518.12,1908,1244,1017,1142
2238,2238,2733.46,934,603,670,1492
2239,2239,5684.76,1176,977,189,1256
2240,2240,895.55,1436,859,1154,753
2241,2241,1932.62,304,1725,806,1319
2242,2242,4852.4,1690,1167,1150,1159
2243,2243,1825.12,862,1712,1100,766
2244,2244,2500.96,1374,877,108,227
2245,2245,5023.8,2479,1429,255,590
2246,2246,5650.97,1514,1829,728,414
2247,2247,6136.66,548,1510,902,1259
2248,2248,5368.89,1661,1717,331,304
2249,2249,842.58,1228,233,1179,1391
2250,2250,1095.56,692,218,107,1146
2251,2251,4418.89,1411,772,1156,547
2252,2252,3285.02,2178,1457,916,1169
2253,2253,1782.74,1003,1552,795,542
2254,2254,4736.35,1796,1798,471,1288
2255,2255,5209.81,1993,1295,810,145
2256,2256,12529.06,2052,1181,823,570
2257,2257,10052.91,567,665,418,1155
2258,2258,5271.2,361,1473,168,178
2259,2259,4576.72,532,761,1090,762
2260,2260,7858.24,1083,985,639,825
2261,2261,1995.17,770,1115,53,558
2262,2262,4203.38,1820,1848,1043,497
2263,2263,697.91,237,830,304,899
2264,2264,3901.57,1693,1346,404,956
2265,2265,4207.07,480,1267,726,571
2266,2266,7052.13,562,686,797,1281
2267,2267,5422.54,2044,1788,820,944
2268,2268,6705.01,1000,1185,426,564
2269,2269,4760.5,1012,1562,105,1002
2270,2270,3454.05,1021,1720,369,838
2271,2271,2656.93,2433,1392,434,482
2272,2272,6883.29,214,1469,586,252
2273,2273,770.53,301,1903,934,1463
2274,2274,3133.87,2446,556,947,1016
2275,2275,8736.4,821,1117,64,284
2276,2276,3465.64,1172,892,1113,387
2277,2277,5424.71,536,299,1100,966
2278,2278,8048.73,1518,1898,726,624
2279,2279,3131.72,1763,1752,308,1143
2280,2280,712.66,1720,1994,150,886
2281,2281,1468.97,236,276,425,49
2282,2282,21501.27,488,1972,76,144
2283,2283,5009.32,2427,780,685,815
2284,2284,5684.24,1891,504,1187,1031
2285,2285,2539.41,813,498,269,234
2286,2286,5578.96,739,1368,1095,278
2287,2287,1965.57,1132,1812,32,832
2288,2288,3076.66,455,1062,336,928
2289,2289,7103.18,1870,656,1129,926
2290,2290,1658.25,2274,986,195,839
2291,2291,9769.77,340,1377,1018,365
2292,2292,4811.21,2341,465,967,586
2293,2293,3177.35,2174,1324,561,17
2294,2294,4086.25,217,1123,728,1301
2295,2295,6531.34,655,292,951,250
2296,2296,1586.04,842,1996,1166,987
2297,2297,4822.27,109,962,1074,862
2298,2298,4503.41,402,870,983,1498
2299,2299,5092.86,814,501,258,1241
2300,2300,3562.12,1749,544,956,231
2301,2301,2365.88,1706,1620,67,1
2302,2302,2061.16,1901,268,887,1372
2303,2303,3046.3,2346,432,590,72
2304,2304,4767.08,955,1577,18,1342
2305,2305,3958.47,819,1285,485,53
2306,2306,8768.35,723,564,228,3
2307,2307,12206.29,1985,1963,162,784
2308,2308,6804.6,1444,549,194,416
2309,2309,5996.59,1445,778,602,1486
2310,2310,9014.73,130,782,1006,133
2311,2311,2163.74,883,1127,226,778
2312,2312,1844.73,1788,1325,646,947
2313,2313,14414.53,757,683,78,518
2314,2314,12439.4,1964,1635,377,461
2315,2315,1242.21,1854,454,108,539
2316,2316,3465.14,1622,832,781,727
2317,2317,3178.18,925,615,286,69
2318,2318,2588.78,242,1925,541,1045
2319,2319,4237.5,1588,345,984,214
2320,2320,2269.4,1208,1783,74,505
2321,2321,7271.5,2352,1954,822,855
2322,2322,1230.63,403,1295,298,111
2323,2323,8967.27,437,1900,1096,568
2324,2324,1213.08,368,1463,337,537
2325,2325,1403.52,1039,772,592,1327
2326,2326,6079.09,143,1098,850,727
2327,2327,15454.67,1395,1820,1030,1440
2328,2328,3956.55,2359,1988,941,226
2329,2329,4345.75,2210,1557,72,484
2330,2330,982.35,1985,1675,574,294
2331,2331,4008.84,2364,377,508,938
2332,2332,1825.44,1528,382,427,213
2333,2333,1841.3,1727,1211,582,30
2334,2334,9925.68,976,1692,419,967
2335,2335,7297.42,1834,1581,231,864
2336,2336,5149.53,595,783,294,299
2337,2337,1761.14,1282,498,125,1388
2338,2338,5597.82,627,398,1118,194
2339,2339,8016.44,1249,594,313,693
2340,2340,2455.26,1757,484,1,95
2341,2341,4168.81,1803,868,82,165
2342,2342,3750.74,1762,1099,1099,1017
2343,2343,2657.92,897,1102,691,649
2344,2344,12464.89,958,249,406,882
2345,2345,1070.35,780,1092,591,960
2346,2346,1762.82,1678,1204,701,687
2347,2347,13251.19,2403,1396,548,1460
2348,2348,4593.29,475,1286,223,800
2349,2349,3074.47,1587,1055,584,528
2350,2350,2967.3,1223,1812,991,72
2351,2351,8381.76,212,1139,1057,479
2352,2352,7339.96,336,964,1039,524
2353,2353,4701.11,2016,1483,27,413
2354,2354,3075.03,1136,1464,596,511
2355,2355,775.5,243,769,777,175
2356,2356,7653.2,447,1070,503,275
2357,2357,2513.71,1732,260,318,336
2358,2358,2822.48,1589,1407,837,889
2359,2359,2071.85,214,1190,906,1495
2360,2360,1821.6,852,1831,384,1344
2361,2361,2199.83,723,1481,1011,100
2362,2362,2392.68,2333,260,738,1215
2363,2363,6206.38,947,1218,76,179
2364,2364,1701.97,1592,1799,186,532
2365,2365,2412.38,102,312,514,1253
2366,2366,10561.26,302,1838,534,863
2367,2367,3527.74,986,1471,919,570
2368,2368,953.12,783,868,451,228
2369,2369,591.42,2457,979,1079,982
2370,2370,3547.06,1428,776,88,208
2371,2371,5126.29,1195,307,824,1151
2372,2372,4502.35,723,1215,1170,1456
2373,2373,7748.24,2130,1879,729,468
2374,2374,7430.29,2166,1729,678,1020
2375,2375,1714.48,200,1927,1174,671
2376,2376,5688.32,326,1944,735,581
2377,2377,698.61,2315,1655,726,1074
2378,2378,4733.93,603,521,704,335
2379,2379,3319.67,410,1232,1037,1384
2380,2380,2651.56,488,1235,527,941
2381,2381,5449.82,612,447,767,601
2382,2382,5746.7,2180,565,802,158
2383,2383,2810.08,904,1628,116,1139
2384,2384,2357.78,1630,713,625,234
2385,2385,1731.41,277,342,807,256
2386,2386,10688.71,692,1544,187,1341
2387,2387,3711.87,1337,794,1013,923
2388,2388,8817.16,937,677,863,502
2389,2389,3793.46,2486,804,10,210
2390,2390,954.54,2397,1556,954,963
2391,2391,822.79,2106,1819,152,139
2392,2392,1814.54,647,1973,574,999
2393,2393,828.4,1569,1178,1074,1432
2394,2394,1322.44,2223,1184,359,563
2395,2395,5970.12,165,1539,470,1179
2396,2396,2447.24,1662,1402,348,843
2397,2397,4779.44,1166,1339,175,298
2398,2398,1907.31,484,606,61,269
2399,2399,3645.16,423,1961,767,584
2400,2400,14268.93,1080,1038,271,909
2401,2401,11845.87,908,1962,1183,1471
2402,2402,4311.56,1754,1457,1195,669
2403,2403,3481.58,1000,511,386,1300
2404,2404,2205.67,1422,1612,206,913
2405,2405,6327.32,1935,1799,244,809
2406,2406,7709.15,1671,405,999,1158
2407,2407,4507.73,1356,1363,931,1498
2408,2408,3023.11,1766,1694,655,868
2409,2409,18330.82,482,570,476,988
2410,2410,3276.02,2229,1707,971,447
2411,2411,5692.47,1040,417,212,588
2412,2412,4541.67,2093,225,728,439
2413,2413,973.57,929,1237,18,157
2414,2414,3734.83,200,344,1098,66
2415,2415,2754.03,952,1725,412,1228
2416,2416,5423.42,1786,294,221,1482
2417,2417,5163.84,1051,1262,228,118
2418,2418,2068.91,335,362,868,190
2419,2419,3931.1,2430,1731,472,189
2420,2420,3203.47,359,924,695,395
2421,2421,3318.27,1618,1253,358,819
2422,2422,4180.27,1671,1446,901,113
2423,2423,2357.05,2103,600,822,1061
2424,2424,1394.99,499,441,885,516
2425,2425,1144.32,602,337,803,900
2426,2426,6223.97,1686,1619,7,613
2427,2427,1366.41,628,459,181,685
2428,2428,3921.49,1195,679,739,128
2429,2429,7466.33,1433,1314,273,318
2430,2430,18783.26,102,1495,117,297
2431,2431,2357.83,1732,277,988,1039
2432,2432,3705.7,1775,948,1133,940
2433,2433,2049.79,590,904,516,245
2434,2434,9542.48,212,367,583,311
2435,2435,6025.51,1951,1229,210,654
2436,2436,3102.2,1263,1412,516,109
2437,2437,17629.65,463,1346,374,161
2438,2438,2141.09,914,1682,1067,630
2439,2439,900.92,836,1862,974,874
2440,2440,18982.58,1290,1560,1098,759
2441,2441,4455.67,549,329,421,733
2442,2442,8544.04,1689,1955,1015,479
2443,2443,1076.0,271,1405,1051,603
2444,2444,3643.8,1702,1211,408,335
2445,2445,3892.24,1347,372,1151,1447
2446,2446,2487.41,270,745,242,145
2447,2447,7360.83,1810,606,1121,700
2448,2448,6006.52,1147,1875,1097,28
2449,2449,1552.57,2175,276,143,1422
2450,2450,3115.41,141,1440,1156,341
2451,2451,8491.0,1311,511,482,1123
2452,2452,2071.26,221,1282,683,29
2453,2453,3780.22,1413,1930,590,590
2454,2454,7607.12,828,1031,657,243
2455,2455,9716.04,2015,1516,1048,505
2456,2456,1341.45,2262,1517,732,800
2457,2457,3276.61,2134,898,846,1500
2458,2458,7453.21,2255,622,706,1354
2459,2459,1783.97,1652,824,769,892
2460,2460,2174.69,2173,1180,927,823
2461,2461,9341.29,1639,998,33,131
2462,2462,7798.99,964,1763,1000,1383
2463,2463,19557.14,147,787,190,1279
2464,2464,1257.24,1576,293,642,696
2465,2465,2251.69,1437,1718,126,1239
2466,2466,3776.43,1880,1847,530,945
2467,2467,4397.34,801,1484,927,717
2468,2468,889.74,1243,373,233,991
2469,2469,4833.99,2449,1110,438,45
2470,2470,1392.79,1224,558,731,40
2471,2471,3030.81,642,1105,239,1380
2472,2472,3303.95,2173,1694,993,983
2473,2473,8700.23,1027,1095,190,82
2474,2474,13821.57,395,1859,364,993
2475,2475,4053.46,677,930,102,1134
2476,2476,1522.07,1834,236,430,900
2477,2477,3708.82,2275,1396,1048,498
2478,2478,2439.71,2019,1901,592,381
2479,2479,3759.49,1129,1658,1019,981
2480,2480,7004.53,1071,1736,793,83
2481,2481,3582.7,216,435,516,326
2482,2482,3499.16,245,531,64,1472
2483,2483,4413.22,1859,946,504,232
2484,2484,1202.01,2201,1685,1141,944
2485,2485,2067.27,1794,235,610,225
2486,2486,2168.52,2059,1734,338,501
2487,2487,7007.51,769,851,500,1050
2488,2488,4914.35,2446,809,491,921
