payment_id,trip_id,payment_date,amount_paid,payment_method
2130,9131,2025-02-20,50297,Card
2131,4120,2024-12-13,63481,Bank Transfer
2132,3915,2024-06-15,9261,Bank Transfer
2133,1676,2025-03-31,52906,UPI
2134,7117,2024-09-18,1313,Bank Transfer
2135,4711,2024-06-06,51543,UPI
2136,2219,2026-03-02,36182,Card
2137,1387,2025-10-27,57924,Bank Transfer
2138,3443,2025-11-30,22367,Card
2139,1296,2026-02-04,34050,Cash
2140,6404,2025-10-11,15738,UPI
2141,7746,2026-01-10,65436,Cash
2142,7404,2025-01-09,9709,Bank Transfer
2143,8788,2026-04-15,47129,UPI
2144,7782,2025-02-10,52998,Cash
2145,9554,2025-06-26,4179,Card
2146,4139,2025-12-18,31624,Bank Transfer
2147,6115,2025-08-20,21389,UPI
2148,7515,2025-10-28,35227,Cash
2149,232,2024-07-24,19514,Card
2150,3456,2025-04-08,37536,Card
2151,7571,2025-11-04,12576,Cash
2152,8666,2024-10-03,3579,Card
2153,3202,2025-05-16,6374,Card
2154,791,2024-11-19,29344,Bank Transfer
2155,7611,2024-10-17,52259,Cash
2156,3815,2024-09-07,39418,Cash
2157,171,2025-01-14,5234,Card
2158,3608,2024-08-19,54977,Bank Transfer
2159,923,2025-03-20,10967,Cash
2160,1851,2026-01-17,65233,Bank Transfer
2161,6052,2025-08-21,31564,Card
2162,8804,2024-06-17,65324,Bank Transfer
2163,5378,2024-10-01,34322,Cash
2164,8568,2025-05-21,8759,Bank Transfer
2165,3920,2024-05-22,43279,Card
2166,4550,2025-10-11,10257,UPI
2167,9010,2024-10-22,32620,Bank Transfer
2168,9071,2025-06-21,45020,UPI
2169,80,2025-06-25,68311,Card
2170,9611,2025-01-27,8476,Card
2171,6175,2026-02-06,36015,Card
2172,4491,2026-03-07,58370,Cash
2173,5018,2025-09-13,14830,Card
2174,8716,2026-02-01,14594,Card
2175,2590,2025-12-15,55122,Cash
2176,9958,2024-08-15,29153,UPI
2177,4991,2024-11-22,36172,Bank Transfer
2178,1762,2025-06-11,8091,UPI
2179,1415,2026-05-05,48377,Cash
2180,4014,2026-04-02,51008,Card
2181,6556,2025-03-10,47093,Card
2182,5744,2025-12-16,38459,Bank Transfer
2183,6133,2024-06-19,15046,UPI
2184,1144,2026-01-07,5675,Cash
2185,6799,2025-10-23,54317,Card
2186,441,2024-08-11,12334,Cash
2187,6740,2025-12-14,62116,Bank Transfer
2188,1089,2025-06-28,45046,Bank Transfer
2189,7727,2026-03-17,50706,Card
2190,2819,2025-02-03,43234,Card
2191,5046,2025-09-05,15344,Cash
2192,6201,2024-11-03,20843,Card
2193,7973,2025-02-04,26001,Bank Transfer
2194,3701,2025-05-08,65049,Card
2195,2077,2024-09-18,13175,Cash
2196,5536,2024-08-08,11071,UPI
2197,9145,2025-02-13,32397,Card
2198,7262,2024-12-04,23713,Card
2199,5585,2026-03-19,23526,Cash
2200,3073,2025-10-25,44812,UPI
2201,9789,2025-11-09,50271,UPI
2202,9158,2025-01-25,24080,Cash
2203,3899,2025-07-25,39041,UPI
2204,7423,2025-11-20,37132,Card
2205,7049,2026-03-15,69145,UPI
2206,9440,2024-06-03,11289,Bank Transfer
2207,4399,2025-04-09,62150,UPI
2208,251,2025-10-31,63187,Cash
2209,8138,2026-01-07,6940,Card
2210,4879,2024-06-21,14096,Card
2211,4721,2025-04-13,58487,UPI
2212,5363,2024-11-29,53683,Cash
2213,5133,2026-02-14,31673,Bank Transfer
2214,521,2025-08-19,3794,Cash
2215,7532,2025-10-09,29508,Bank Transfer
2216,1023,2025-02-05,10236,UPI
2217,2279,2024-05-22,11877,UPI
2218,7955,2025-12-22,32524,Card
2219,2355,2025-06-28,19671,Cash
2220,9404,2025-09-15,45826,Card
2221,6314,2024-12-12,48111,Card
2222,3321,2025-01-18,14453,Cash
2223,6935,2024-09-07,6228,Bank Transfer
2224,8572,2026-01-06,61534,Card
2225,6273,2024-12-18,19761,Card
2226,825,2025-04-09,50087,Card
2227,8939,2024-11-20,43683,Card
2228,9389,2025-05-17,1761,Card
2229,9176,2025-05-06,18062,Card
2230,5003,2025-01-26,31598,UPI
2231,1535,2025-09-09,44470,Cash
2232,4991,2026-02-23,5310,UPI
2233,6884,2024-09-22,32111,Cash
2234,6465,2025-07-11,48979,Bank Transfer
2235,5894,2024-11-19,34008,UPI
2236,7342,2025-03-03,25354,Cash
2237,3243,2025-05-24,65339,Card
2238,4982,2025-09-22,4526,Card
2239,2370,2024-08-04,42049,Card
2240,8870,2024-12-29,15784,Cash
2241,9378,2024-07-04,1259,UPI
2242,4553,2024-09-12,19386,Cash
2243,1275,2025-12-30,35207,Bank Transfer
2244,1386,2025-03-05,64406,Bank Transfer
2245,8999,2024-10-25,67197,Cash
2246,7340,2025-08-04,35162,Cash
2247,1441,2025-01-14,5832,Card
2248,3914,2025-10-14,45687,Card
2249,541,2025-02-20,21826,Card
2250,2504,2025-02-06,62326,Card
2251,7614,2025-10-05,14249,UPI
2252,3022,2024-07-13,51785,Card
2253,2895,2025-02-07,37713,Cash
2254,419,2026-04-08,1507,Bank Transfer
2255,9208,2025-06-15,26331,Bank Transfer
2256,8755,2025-04-09,66140,UPI
2257,4895,2025-06-23,47304,Bank Transfer
2258,4747,2025-08-26,67523,UPI
2259,1274,2025-05-19,51278,Bank Transfer
2260,6740,2024-11-14,8020,Card
2261,5899,2025-02-06,17347,UPI
2262,4433,2024-08-15,62646,UPI
2263,7670,2025-08-25,31646,Cash
2264,7504,2025-08-14,69829,Card
2265,1941,2025-11-08,5103,Bank Transfer
2266,3001,2024-07-25,53283,UPI
2267,8436,2024-10-19,3691,UPI
2268,4617,2025-05-12,55287,Bank Transfer
2269,4958,2026-01-13,15421,Bank Transfer
2270,8078,2024-07-07,67532,UPI
2271,9432,2025-04-15,14298,Cash
2272,5607,2024-07-02,55291,Cash
2273,1331,2025-11-26,63066,Bank Transfer
2274,4590,2026-03-03,31429,Cash
2275,6567,2024-08-19,9296,Bank Transfer
2276,8115,2024-08-07,65939,UPI
2277,3529,2025-06-21,28477,Bank Transfer
2278,2022,2024-09-30,12784,Card
2279,9650,2024-07-15,38964,Cash
2280,4054,2024-06-16,5080,Card
2281,7035,2025-12-26,9469,UPI
2282,3278,2024-12-14,20273,Cash
2283,8853,2025-12-14,60265,Cash
2284,3554,2024-11-04,36473,UPI
2285,2309,2026-05-16,40991,Bank Transfer
2286,3238,2024-09-30,27558,Cash
2287,558,2024-07-16,32846,UPI
2288,629,2026-03-30,9519,Cash
2289,3402,2026-03-12,68849,Bank Transfer
2290,8835,2026-03-16,64076,Bank Transfer
2291,5562,2024-09-27,25635,Bank Transfer
2292,3212,2025-05-14,12448,Cash
2293,9833,2025-03-03,68587,UPI
2294,2084,2026-01-18,68392,Card
2295,7943,2024-09-18,24011,Bank Transfer
2296,8752,2025-02-14,18883,Card
2297,6974,2025-08-28,5625,Bank Transfer
2298,1922,2025-09-13,59460,Cash
2299,5366,2025-06-08,52275,Bank Transfer
2300,2033,2025-11-26,32545,Bank Transfer
2301,6826,2024-12-25,40680,Bank Transfer
2302,4126,2025-11-28,41666,Cash
2303,4324,2026-03-14,62935,Card
2304,2018,2024-12-27,55433,UPI
2305,8929,2024-11-26,31699,Cash
2306,7221,2025-05-17,62529,Cash
2307,4736,2024-12-24,63809,Card
2308,4221,2025-05-08,69572,Cash
2309,9525,2024-10-02,19017,Cash
2310,2986,2025-04-10,49901,Cash
2311,6134,2025-09-21,46395,UPI
2312,6405,2025-01-01,1111,Cash
2313,388,2024-08-31,59184,Card
2314,8818,2025-06-29,39583,Cash
2315,4435,2025-04-05,7848,UPI
2316,8377,2025-08-20,10128,UPI
2317,9533,2025-11-18,43634,UPI
2318,959,2024-11-21,43787,UPI
2319,6839,2025-11-19,19820,UPI
2320,1719,2024-05-29,31056,UPI
2321,1750,2025-11-14,19854,Cash
2322,8901,2024-11-22,61467,Bank Transfer
2323,5824,2024-07-01,15957,Card
2324,2636,2025-01-30,21841,UPI
2325,5929,2025-09-18,7304,Card
2326,9360,2026-04-16,27766,UPI
2327,646,2024-08-11,17208,Card
2328,7810,2025-11-22,30684,Bank Transfer
2329,8127,2025-05-20,13686,Cash
2330,952,2026-01-06,26851,Card
2331,9886,2026-03-17,56569,UPI
2332,5030,2024-10-14,25713,Bank Transfer
2333,1046,2025-05-11,66353,Bank Transfer
2334,7960,2026-02-08,63610,UPI
2335,2927,2026-05-03,57936,Cash
2336,5354,2025-04-05,69070,Cash
2337,489,2025-02-27,47103,Bank Transfer
2338,9053,2025-11-28,69411,UPI
2339,4175,2024-11-29,1410,UPI
2340,6473,2024-12-13,26348,UPI
2341,6172,2026-04-05,10514,UPI
2342,6138,2025-05-26,2962,Card
2343,4146,2025-04-26,23447,Card
2344,3600,2024-08-25,67691,Bank Transfer
2345,5403,2024-06-30,26993,Cash
2346,416,2025-09-09,1987,Cash
2347,1943,2025-07-11,16338,UPI
2348,1650,2024-08-25,2021,Cash
2349,3727,2024-10-12,49677,Card
2350,4178,2025-02-19,41287,Bank Transfer
2351,4188,2024-12-16,55485,Cash
2352,2386,2025-10-15,68083,UPI
2353,6101,2025-07-30,21085,Cash
2354,9740,2025-03-30,19603,Card
2355,4594,2025-07-30,18200,UPI
2356,5072,2026-05-12,41863,Cash
2357,2956,2025-03-12,54917,Card
2358,310,2025-09-02,51770,UPI
2359,7564,2025-06-05,52461,UPI
2360,9893,2024-12-04,39013,Bank Transfer
2361,6982,2024-07-12,30701,Bank Transfer
2362,1471,2025-03-17,18920,Cash
2363,6983,2024-09-26,18970,UPI
2364,1734,2025-06-18,58854,Card
2365,5103,2026-04-05,53335,Bank Transfer
2366,6162,2026-01-06,14583,Card
2367,4298,2024-06-20,37839,Bank Transfer
2368,9059,2025-06-18,62020,Bank Transfer
2369,2458,2024-06-19,31667,Cash
2370,2581,2024-10-03,5681,Cash
2371,9586,2025-02-14,66140,UPI
2372,7578,2024-09-10,43813,Cash
2373,9854,2025-11-25,38549,UPI
2374,4036,2024-11-22,66950,Card
2375,3790,2025-07-04,5775,Cash
2376,5838,2025-10-28,66496,Cash
2377,1628,2025-03-17,54626,Card
2378,4482,2025-07-03,67585,Card
2379,9603,2024-09-01,5363,UPI
2380,3618,2025-06-19,3034,Card
2381,3389,2026-01-10,42466,Bank Transfer
2382,7463,2025-12-01,20912,Card
2383,8051,2026-04-04,3041,Cash
2384,9453,2024-07-01,29778,Bank Transfer
2385,8306,2025-09-17,14720,Cash
2386,6293,2025-07-08,48248,Bank Transfer
2387,927,2025-02-22,45200,UPI
2388,6845,2024-07-15,67839,Bank Transfer
2389,7820,2024-08-20,65113,Card
2390,2293,2025-06-20,25799,Bank Transfer
2391,4897,2025-08-19,61322,Card
2392,9446,2026-02-03,27346,Card
2393,5557,2024-05-24,9364,Cash
2394,9560,2025-07-26,45676,Bank Transfer
2395,117,2024-09-01,18899,UPI
2396,3867,2026-04-16,28070,UPI
2397,4606,2024-07-14,47353,Cash
2398,2739,2024-10-21,8009,Bank Transfer
2399,636,2025-10-11,4153,Bank Transfer
2400,4740,2025-05-08,17308,UPI
2401,2967,2024-10-22,25602,UPI
2402,3042,2025-11-28,35046,Bank Transfer
2403,3141,2025-03-22,30117,UPI
2404,3373,2026-02-19,18202,Bank Transfer
2405,6884,2026-05-12,15970,Card
2406,7097,2024-07-30,27796,Cash
2407,8441,2025-04-04,53153,Cash
2408,9232,2025-10-21,48847,UPI
2409,8542,2024-06-18,32006,UPI
2410,4945,2026-01-08,23582,UPI
2411,5261,2025-12-15,23128,UPI
2412,4356,2024-06-09,6498,Bank Transfer
2413,605,2025-02-14,33379,Card
2414,3908,2024-12-02,30302,Cash
2415,1837,2025-08-11,19010,Cash
2416,1277,2024-08-03,14354,Cash
2417,3512,2024-12-22,32933,UPI
2418,8308,2025-10-23,28683,Cash
2419,9976,2024-08-15,56839,Card
2420,9757,2026-03-15,23145,Bank Transfer
2421,681,2024-08-25,34864,Card
2422,5663,2024-06-03,33087,Card
2423,285,2024-08-05,32970,Card
2424,6343,2025-11-05,69565,Cash
2425,951,2024-06-17,64942,UPI
2426,1685,2024-06-15,36227,UPI
2427,3180,2024-06-22,30783,Cash
2428,5792,2024-09-13,1857,Cash
2429,9750,2025-01-06,68171,Cash
2430,672,2025-11-06,44459,Card
2431,7314,2026-05-13,45535,UPI
2432,1743,2025-06-03,49995,Card
2433,2991,2025-10-29,27342,Bank Transfer
2434,3035,2025-03-02,28715,UPI
2435,4609,2025-08-20,41387,UPI
2436,5515,2026-03-18,46441,UPI
2437,7841,2025-09-21,62451,Cash
2438,482,2026-02-21,59973,Card
2439,6727,2026-05-08,32651,Card
2440,3559,2025-12-09,53993,Bank Transfer
2441,7313,2024-12-23,49700,Bank Transfer
2442,4056,2025-12-30,36887,Bank Transfer
2443,7743,2024-07-14,16211,Bank Transfer
2444,9838,2024-07-08,9199,Cash
2445,439,2025-12-07,67190,Cash
2446,5647,2025-09-22,51864,UPI
2447,2852,2024-07-29,16480,Card
2448,3796,2026-01-15,69116,Card
2449,1456,2025-12-17,17487,Cash
2450,9268,2026-01-14,23214,Cash
2451,1345,2026-01-26,65770,Cash
2452,7715,2024-08-20,8909,UPI
2453,7852,2025-12-18,22304,Bank Transfer
2454,4923,2025-09-11,39774,UPI
2455,9044,2024-12-29,46874,Cash
2456,6188,2026-03-28,45617,Cash
2457,6831,2025-10-25,19205,Cash
2458,4873,2024-10-02,15575,UPI
2459,4959,2024-11-09,16778,UPI
2460,2239,2025-07-08,16572,Cash
2461,169,2025-02-18,40483,Card
2462,688,2025-05-10,17201,Cash
2463,7643,2025-01-15,37536,Card
2464,8169,2025-03-10,43982,Card
2465,2460,2025-12-10,41429,Cash
2466,2879,2024-06-05,63935,Bank Transfer
2467,6775,2025-04-03,38321,Card
2468,542,2024-10-12,60455,Cash
2469,6781,2025-05-26,69812,Cash
2470,6321,2026-02-18,52408,Bank Transfer
2471,5328,2024-08-19,61656,Card
2472,2746,2024-12-01,29106,Cash
2473,5142,2024-08-15,21362,UPI
2474,1833,2024-09-02,31352,Cash
2475,3680,2026-04-21,63559,UPI
2476,8683,2025-08-03,61340,Bank Transfer
2477,1104,2025-02-26,63002,Bank Transfer
2478,1440,2025-03-02,32755,Cash
2479,6651,2025-01-06,4337,Cash
2480,7106,2025-06-17,8416,Bank Transfer
2481,5368,2025-05-05,36466,Cash
2482,3199,2025-11-21,1656,Bank Transfer
2483,354,2024-11-13,46357,Bank Transfer
2484,3672,2024-05-25,60709,Bank Transfer
2485,2594,2025-06-12,51401,UPI
2486,3875,2024-12-31,41965,Cash
2487,8439,2025-02-08,35547,UPI
2488,715,2025-05-05,65258,Bank Transfer
2489,9384,2025-11-04,17652,Card
2490,5646,2024-11-02,37636,Cash
2491,2523,2025-10-30,3150,UPI
2492,5725,2024-09-05,28647,UPI
2493,2277,2025-08-07,30895,UPI
2494,164,2025-09-11,62116,Cash
2495,4406,2026-04-22,25047,UPI
2496,7418,2024-11-18,44365,Cash
2497,3754,2024-06-21,66666,Cash
2498,6089,2025-01-21,66063,Card
2499,4955,2024-07-25,14473,Card
2500,8674,2024-11-24,5574,UPI
2501,3619,2026-02-01,16594,Cash
2502,2618,2025-01-18,65677,Cash
2503,4999,2025-09-22,58420,Cash
2504,6040,2024-12-30,19487,Card
2505,276,2025-07-04,58451,Card
2506,5737,2025-10-18,22144,Bank Transfer
2507,4119,2025-01-16,43685,Card
2508,2089,2026-03-24,48979,Card
2509,8411,2026-04-15,69951,Cash
2510,424,2025-12-27,49758,Cash
2511,5513,2024-08-31,55765,Cash
2512,4924,2026-01-12,50594,UPI
2513,9788,2025-09-09,7414,UPI
2514,59,2025-08-15,60902,Card
2515,5956,2026-05-19,46812,Card
2516,6721,2025-05-03,16777,Cash
2517,1215,2024-08-31,26790,UPI
2518,6434,2024-09-12,32441,Card
2519,6054,2024-07-09,62401,Card
2520,3974,2025-02-01,58344,Card
2521,6996,2025-05-03,38262,UPI
2522,6012,2024-12-26,68712,UPI
2523,8472,2025-02-14,45428,Card
2524,5735,2025-08-12,40593,Cash
2525,5343,2026-04-30,26911,Card
2526,7348,2025-01-17,48025,Card
2527,8028,2024-11-15,38876,Bank Transfer
2528,5980,2025-05-25,48319,Bank Transfer
2529,5958,2024-08-02,7640,Cash
2530,7524,2024-12-30,47778,Card
2531,8905,2025-04-09,36859,Cash
2532,5081,2025-08-28,4292,Bank Transfer
2533,2036,2026-03-19,30056,Cash
2534,5218,2024-10-20,24974,Cash
2535,4292,2025-12-11,68902,Card
2536,9961,2026-05-14,54811,Bank Transfer
2537,7922,2024-10-22,45910,UPI
2538,8844,2025-03-29,2465,Card
2539,8159,2026-01-17,32188,Bank Transfer
2540,9850,2025-10-29,57977,Card
2541,9426,2025-08-09,18352,UPI
2542,4578,2026-02-19,50556,Cash
2543,8204,2025-12-26,17642,Card
2544,5198,2025-04-03,68539,Bank Transfer
2545,9199,2024-07-11,23007,Bank Transfer
2546,2414,2024-06-27,57201,Bank Transfer
2547,6722,2024-09-28,62309,Cash
2548,927,2024-10-12,37256,UPI
2549,5297,2025-06-21,33915,Bank Transfer
2550,2116,2025-01-16,28719,UPI
2551,5440,2024-12-01,43830,Card
2552,2734,2025-10-14,46897,Card
2553,4490,2024-08-04,33806,Bank Transfer
2554,5359,2025-04-04,19807,Cash
2555,5231,2025-10-29,64467,Card
2556,6709,2025-09-16,19100,UPI
2557,1321,2024-09-28,52464,Card
2558,8433,2026-01-31,4161,Bank Transfer
2559,6001,2025-03-10,45620,UPI
2560,8339,2024-06-28,65287,Bank Transfer
2561,1642,2025-03-15,28720,Bank Transfer
2562,2277,2025-08-08,17107,UPI
2563,6012,2025-04-02,65497,UPI
2564,6376,2025-12-07,44862,Card
2565,6007,2024-09-01,64446,Bank Transfer
2566,4864,2026-01-04,34385,Cash
2567,1518,2024-06-04,3440,Cash
2568,7953,2024-12-17,9276,Bank Transfer
2569,7888,2026-02-07,67168,UPI
2570,3524,2026-05-15,10772,Card
2571,7310,2026-02-22,41389,Card
2572,642,2025-07-09,14974,UPI
2573,5273,2025-06-10,69953,Cash
2574,9939,2026-04-28,25452,Bank Transfer
2575,4279,2025-03-15,5722,Card
2576,488,2024-09-22,34601,Bank Transfer
2577,6709,2024-05-30,59018,Cash
2578,3299,2026-05-19,13173,UPI
2579,4926,2024-10-26,4404,UPI
2580,9569,2024-08-05,65182,Card
2581,1355,2025-09-20,25953,Bank Transfer
2582,4254,2024-08-13,47510,Card
2583,9504,2025-01-18,13322,Card
2584,4130,2024-06-19,28194,Bank Transfer
2585,2492,2025-09-16,7833,Bank Transfer
2586,7911,2024-12-20,9529,UPI
2587,7602,2024-09-23,30588,Card
2588,8308,2024-11-02,10792,Card
2589,8918,2024-09-12,41895,Bank Transfer
2590,1259,2024-10-03,53214,Card
2591,4467,2025-10-25,7475,Cash
2592,5948,2025-09-01,41902,Card
2593,8679,2025-10-23,24367,Cash
2594,2679,2025-07-03,21013,Bank Transfer
2595,6192,2024-08-21,4205,UPI
2596,8248,2026-01-19,1212,Cash
2597,9550,2024-12-23,67523,Bank Transfer
2598,5805,2025-03-05,22516,UPI
2599,2777,2024-11-21,66192,Bank Transfer
2600,273,2025-10-02,18801,UPI
2601,192,2025-04-22,25530,Bank Transfer
2602,7003,2025-05-11,30676,Card
2603,4285,2025-04-13,52877,Card
2604,4844,2024-08-12,29849,UPI
2605,9220,2025-10-19,26334,Card
2606,1187,2024-11-07,35774,Cash
2607,4030,2024-08-07,22466,UPI
2608,7159,2024-10-15,2986,UPI
2609,4066,2024-10-24,26422,Card
2610,4938,2024-11-27,38722,Bank Transfer
2611,9336,2025-12-26,68496,Card
2612,8701,2024-06-21,26007,Bank Transfer
2613,1393,2025-09-03,45926,Cash
2614,1392,2024-07-27,16124,UPI
2615,1994,2026-02-09,34029,UPI
2616,1017,2025-08-09,41767,UPI
2617,6823,2024-12-07,46778,Card
2618,6504,2024-12-23,32483,Bank Transfer
2619,7773,2026-05-03,47871,Cash
2620,6361,2025-09-18,29751,Bank Transfer
2621,5504,2025-01-02,4589,Cash
2622,1879,2025-08-02,28793,Cash
2623,8914,2024-08-11,13963,UPI
2624,367,2026-04-15,49493,Cash
2625,6359,2025-09-23,42072,UPI
2626,5137,2025-02-26,16781,UPI
2627,9117,2025-06-19,10857,UPI
2628,8093,2025-03-03,2941,UPI
2629,772,2025-04-23,31610,Bank Transfer
2630,2235,2025-01-07,15178,Bank Transfer
2631,3863,2024-08-08,14417,UPI
2632,6962,2024-10-01,20604,Cash
2633,2969,2026-05-05,36676,Bank Transfer
2634,7635,2026-01-12,18499,Cash
2635,1722,2024-09-17,40850,Card
2636,9680,2025-06-04,47736,Bank Transfer
2637,2431,2025-10-04,56017,Card
2638,988,2025-06-23,50722,Bank Transfer
2639,1822,2025-12-09,16347,Card
2640,9427,2025-10-04,34501,Cash
2641,2040,2025-11-02,12373,UPI
2642,2249,2026-04-03,8017,Bank Transfer
2643,8744,2025-05-11,52728,Cash
2644,6432,2025-03-27,47088,Card
2645,5411,2026-01-22,58233,Card
2646,3967,2025-02-22,46868,Card
2647,3718,2026-02-19,18191,Cash
2648,3993,2024-08-15,17571,Cash
2649,9653,2025-07-18,45165,UPI
2650,6804,2025-06-05,66173,Cash
2651,9423,2025-07-02,3491,Card
2652,6807,2024-06-03,8073,UPI
2653,3286,2025-09-07,40092,Bank Transfer
2654,5141,2025-08-12,65183,Bank Transfer
2655,2849,2024-07-07,43536,Cash
2656,3014,2025-03-12,66611,Card
2657,9981,2026-02-05,7066,UPI
2658,8591,2025-08-20,27759,Card
2659,8898,2026-03-04,5548,Card
2660,972,2024-12-14,40881,Bank Transfer
2661,7439,2025-10-19,57491,UPI
2662,4495,2025-03-01,29607,Cash
2663,5331,2025-11-12,60952,Bank Transfer
2664,4332,2026-01-26,53935,Cash
2665,5701,2024-06-27,48023,UPI
2666,9027,2025-08-31,38111,UPI
2667,6540,2025-10-11,53056,Bank Transfer
2668,1262,2024-07-18,15323,Cash
2669,2389,2026-02-17,26603,Card
2670,5279,2024-06-24,58271,Cash
2671,5646,2024-12-28,54012,Card
2672,6526,2025-05-30,40852,Cash
2673,946,2026-05-03,63850,UPI
2674,234,2024-06-06,26799,Card
2675,6959,2025-01-12,13454,Bank Transfer
2676,7739,2025-12-21,19794,Card
2677,8288,2025-05-01,5713,Cash
2678,7955,2025-01-09,55064,Bank Transfer
2679,6316,2025-10-22,7125,Bank Transfer
2680,6975,2026-03-21,59504,UPI
2681,2709,2026-01-19,12429,UPI
2682,1665,2025-12-08,5798,Bank Transfer
2683,1929,2024-09-11,27472,UPI
2684,9611,2025-06-15,37376,Card
2685,9492,2025-11-28,12286,Card
2686,6492,2025-01-02,13791,Bank Transfer
2687,2403,2024-12-01,3325,UPI
2688,7836,2025-06-15,55771,Bank Transfer
2689,8715,2024-12-19,8357,Cash
2690,4106,2024-07-25,34456,Card
2691,2000,2024-10-17,32930,UPI
2692,7581,2025-09-11,25573,UPI
2693,8744,2025-12-29,49396,Bank Transfer
2694,618,2026-01-07,46037,Cash
2695,9393,2025-11-14,57665,Card
2696,950,2025-04-17,42153,Card
2697,5463,2025-11-10,60059,UPI
2698,6885,2024-09-01,22306,Card
2699,4707,2026-01-02,52375,Bank Transfer
2700,3924,2024-11-13,20111,Bank Transfer
2701,5894,2024-11-22,31946,UPI
2702,2206,2024-08-25,35856,Card
2703,1329,2025-02-04,24293,Bank Transfer
2704,98,2026-02-21,67960,Card
2705,5073,2025-10-06,22740,UPI
2706,5615,2025-09-29,33349,Bank Transfer
2707,6457,2025-06-19,23095,Card
2708,8660,2025-03-05,50144,Card
2709,8224,2025-03-16,10632,Bank Transfer
2710,2771,2025-01-14,65950,Bank Transfer
2711,7203,2026-03-23,39003,UPI
2712,4337,2025-12-13,37827,Bank Transfer
2713,1185,2025-08-01,18876,UPI
2714,2792,2024-10-09,66067,Cash
2715,8730,2025-03-31,24063,Bank Transfer
2716,8697,2025-04-13,20562,Cash
2717,262,2025-11-25,37063,UPI
2718,7965,2026-01-27,48639,Card
2719,683,2025-10-24,58384,Cash
2720,3732,2024-11-09,8420,UPI
2721,597,2025-03-10,34943,Card
2722,9480,2024-06-05,47511,UPI
2723,5620,2024-09-07,28813,Bank Transfer
2724,9290,2025-08-01,30264,Bank Transfer
2725,6016,2026-05-13,68873,Card
2726,1109,2026-04-24,20340,Card
2727,2691,2026-05-07,40183,Card
2728,1756,2025-06-10,41599,Bank Transfer
2729,9606,2024-08-26,35676,Cash
2730,2581,2025-06-26,19509,UPI
2731,2213,2025-03-28,8568,Cash
2732,6778,2026-01-13,31600,Card
2733,5285,2026-03-02,10132,Cash
2734,450,2025-10-31,45960,Card
2735,423,2025-11-03,32390,Card
2736,6879,2026-02-18,13853,Card
2737,8873,2026-04-29,12792,Bank Transfer
2738,5005,2025-01-18,40499,Bank Transfer
2739,9379,2024-11-28,32259,Card
2740,1055,2024-09-24,53712,Bank Transfer
2741,8950,2024-08-21,23694,Bank Transfer
2742,1879,2025-08-30,60538,Cash
2743,8611,2025-12-22,61673,UPI
2744,2502,2025-01-14,1541,Cash
2745,5302,2026-05-18,31501,Bank Transfer
2746,3783,2024-07-28,63704,Card
2747,345,2025-04-05,67012,UPI
2748,9707,2024-06-21,33542,Card
2749,5505,2024-07-01,61534,Bank Transfer
2750,4899,2024-10-17,13252,Card
2751,3759,2026-02-18,56140,Card
2752,5605,2025-09-01,57196,UPI
2753,6795,2024-12-06,59217,Bank Transfer
2754,8029,2024-11-28,50373,UPI
2755,949,2025-03-15,39716,Card
2756,3409,2024-08-04,30488,Cash
2757,7915,2025-12-29,5609,Card
2758,1562,2026-01-20,65538,UPI
2759,7432,2026-02-22,67807,Cash
2760,539,2025-08-11,57759,UPI
2761,1171,2025-01-25,4877,Card
2762,1836,2025-06-15,28566,Cash
2763,2523,2025-11-05,66949,Cash
2764,1314,2024-08-25,51790,Cash
2765,9960,2024-08-21,45488,Bank Transfer
2766,9955,2025-10-21,7460,UPI
2767,3720,2024-09-20,39097,Cash
2768,8845,2026-01-23,59988,UPI
2769,3445,2025-06-12,34103,Bank Transfer
2770,2201,2024-06-16,56689,Card
2771,5221,2026-03-18,6963,Cash
2772,5171,2025-03-10,35327,UPI
2773,4578,2024-11-19,27026,UPI
2774,4844,2024-09-03,27126,Cash
2775,5697,2024-09-23,60446,Card
2776,6872,2025-03-07,16877,Bank Transfer
2777,2323,2024-06-18,16178,Cash
2778,5565,2025-12-19,68358,Card
2779,472,2024-10-01,68996,Cash
2780,6167,2025-06-11,43682,UPI
2781,2316,2025-01-07,15648,Cash
2782,8769,2026-01-01,69270,Bank Transfer
2783,5719,2026-05-07,58866,Bank Transfer
2784,2771,2026-03-22,69047,Bank Transfer
2785,6166,2024-06-06,45889,UPI
2786,763,2025-08-14,54940,Bank Transfer
2787,7947,2025-08-17,33335,Card
2788,603,2024-08-09,46200,Cash
2789,5439,2025-07-09,32633,Cash
2790,7138,2024-08-25,13706,UPI
2791,6554,2026-01-19,4215,Bank Transfer
2792,7575,2026-04-27,47556,UPI
2793,9186,2025-08-15,32166,Card
2794,130,2025-12-14,11215,Cash
2795,3827,2025-04-09,59075,Card
2796,1612,2024-10-08,64434,Card
2797,9653,2024-10-02,16513,Bank Transfer
2798,2061,2024-11-04,14437,Cash
2799,6251,2025-01-30,3202,Cash
2800,8310,2024-09-04,21757,Bank Transfer
2801,6635,2024-11-02,50143,Bank Transfer
2802,976,2024-11-11,12359,UPI
2803,2245,2025-12-31,34596,Bank Transfer
2804,6129,2025-12-01,24986,Card
2805,8793,2025-01-03,24156,Cash
2806,6438,2026-03-30,18724,Cash
2807,5623,2024-08-22,56192,Bank Transfer
